Wavelength (nm),Reflectance
350.0,0.07133160431371507
351.0,0.07125702288565952
352.0,0.07144414902989246
353.0,0.07174229855985305
354.0,0.0720594757620873
355.0,0.07248004761590461
356.0,0.07302638947003354
357.0,0.07361616996850698
358.0,0.07368863023270682
359.0,0.07368002023136652
360.0,0.07381563382589777
361.0,0.073771172573244
362.0,0.07399702190620772
363.0,0.07435438858672584
364.0,0.07469108336357813
365.0,0.07518032242636441
366.0,0.07565442769831236
367.0,0.07598000975316566
368.0,0.0761137549491683
369.0,0.07629414167631028
370.0,0.07672683929667926
371.0,0.0772704649468979
372.0,0.07759765918136599
373.0,0.07788372382220182
374.0,0.07836808864805367
375.0,0.07893389666134824
376.0,0.07910047976798214
377.0,0.07952789944680627
378.0,0.08009695245531379
379.0,0.08059110458463555
380.0,0.08088886084072024
381.0,0.08144769709493288
382.0,0.08215885342843657
383.0,0.08278278140826525
384.0,0.08336897265653957
385.0,0.08392585098483205
386.0,0.08435517173234756
387.0,0.08462242946008464
388.0,0.085390493652963
389.0,0.08600394883985583
390.0,0.08628203293117735
391.0,0.08656222013383394
392.0,0.08711299015505422
393.0,0.08756274234764266
394.0,0.08785704510494241
395.0,0.08858877783924327
396.0,0.08913404214282404
397.0,0.08953647439878892
398.0,0.08994176890336142
399.0,0.09030802941717762
400.0,0.09071123857876466
401.0,0.09105526204088281
402.0,0.0912446783034773
403.0,0.091524353841129
404.0,0.09190872715345816
405.0,0.092333191145767
406.0,0.09269656637879085
407.0,0.09321023055322324
408.0,0.09373296689709604
409.0,0.09416150836060865
410.0,0.09454922085446897
411.0,0.09489870739585482
412.0,0.0952779603618143
413.0,0.09572078369516995
414.0,0.09609589654028046
415.0,0.09652279983235139
416.0,0.09694799198890393
417.0,0.09726976811973713
418.0,0.097724212349237
419.0,0.09822606728415455
420.0,0.09869455698962652
421.0,0.09909458249178431
422.0,0.0995581462336244
423.0,0.10004162008757415
424.0,0.10050243826413918
425.0,0.1009698841229296
426.0,0.101506491772813
427.0,0.10206257765788915
428.0,0.10258229998590933
429.0,0.10321380313692755
430.0,0.10378976229425897
431.0,0.10430343242159909
432.0,0.10486397684470151
433.0,0.10535103903748194
434.0,0.10585953047439718
435.0,0.10642830632072867
436.0,0.10698217096397634
437.0,0.10751746153781104
438.0,0.10803251252037122
439.0,0.10853024377559588
440.0,0.1090205969890257
441.0,0.10952454012416689
442.0,0.11002608638249575
443.0,0.11049704777246479
444.0,0.11097535379570893
445.0,0.11138445305523034
446.0,0.11175207912332896
447.0,0.11222468942469853
448.0,0.11265596646681685
449.0,0.11307048566487031
450.0,0.11348760393965307
451.0,0.11382462338434299
452.0,0.11412987956997492
453.0,0.11444716943269741
454.0,0.11480245768079649
455.0,0.11512186176129108
456.0,0.1154623432279446
457.0,0.11580479013878427
458.0,0.1160605884552426
459.0,0.11632961573111103
460.0,0.1166068130630534
461.0,0.11688667854630397
462.0,0.11720313108512352
463.0,0.11752340229768363
464.0,0.1178111868415167
465.0,0.11805635456269027
466.0,0.11836796538546905
467.0,0.11867134663044832
468.0,0.11895821662493447
469.0,0.11927245678426265
470.0,0.11952067431392344
471.0,0.11975501582328203
472.0,0.12003229884982432
473.0,0.12037948458403944
474.0,0.12070828585740931
475.0,0.12100216085236715
476.0,0.1212841512421923
477.0,0.12162846423450532
478.0,0.1219343202818727
479.0,0.12222061616747534
480.0,0.12257783632328699
481.0,0.12289906813483427
482.0,0.12319809866374486
483.0,0.12352270814850529
484.0,0.12395026064720796
485.0,0.12432775187226014
486.0,0.12474264033943444
487.0,0.12527126915765416
488.0,0.12565768541559727
