Wavelength (nm),Reflectance
350.0,0.013642483095488234
351.0,0.013909424169527248
352.0,0.014299272010339497
353.0,0.013962972380487333
354.0,0.013438541938863019
355.0,0.013241170818977325
356.0,0.013298657524919967
357.0,0.013071471624425906
358.0,0.013289178820702918
359.0,0.013568100890434566
360.0,0.01363813350635039
361.0,0.013652136437153892
362.0,0.013474994624773126
363.0,0.013302311066805742
364.0,0.013292430915492722
365.0,0.013344025424318047
366.0,0.013452815769381338
367.0,0.013545888168931566
368.0,0.013551015674181228
369.0,0.013491400163396547
370.0,0.013485173232432292
371.0,0.013528093873353199
372.0,0.013510973261033931
373.0,0.013185818777459541
374.0,0.013234266905160571
375.0,0.013660603386514595
376.0,0.013625836681739641
377.0,0.013371171738804229
378.0,0.013222965483340801
379.0,0.013348364083963643
380.0,0.013584098396641873
381.0,0.013394186853789332
382.0,0.013281459330189947
383.0,0.013669016623838617
384.0,0.013364751551294204
385.0,0.013451209087345631
386.0,0.01375952961709393
387.0,0.013625485436943939
388.0,0.013604679921147748
389.0,0.01377344348859407
390.0,0.014014004382608195
391.0,0.014071835777535966
392.0,0.013788994234178651
393.0,0.013608169005990748
394.0,0.01374416832040318
395.0,0.013916638533896733
396.0,0.013970545917746283
397.0,0.014028491925621252
398.0,0.014164463645706999
399.0,0.014171675531532334
400.0,0.013925743889622137
401.0,0.01370091509475199
402.0,0.013831637131272815
403.0,0.014179964954999168
404.0,0.014256228884525164
405.0,0.014084890847886226
406.0,0.014117423365894544
407.0,0.014165906514299538
408.0,0.014164839352558835
409.0,0.014124113429216358
410.0,0.01415259936740285
411.0,0.014119021941365063
412.0,0.014144056503935042
413.0,0.01430418004478202
414.0,0.014324014211918529
415.0,0.014283715353161546
416.0,0.014272135471718541
417.0,0.014351588861485862
418.0,0.014387140359152801
419.0,0.014448171113059526
420.0,0.01451881803496488
421.0,0.014481903784192361
422.0,0.014461981782598408
423.0,0.014461166409865691
424.0,0.01446478868814762
425.0,0.014475603974391245
426.0,0.014500244216492743
427.0,0.014547987956531228
428.0,0.014620261345990416
429.0,0.014687529090449425
430.0,0.01472274867932923
431.0,0.014739931441409091
432.0,0.014781197882930601
433.0,0.014854034896558066
434.0,0.01490983021345399
435.0,0.014929815112696015
436.0,0.014945342258956088
437.0,0.014982503476557593
438.0,0.015025873048114678
439.0,0.015054272494437004
440.0,0.015061506887014712
441.0,0.015111638244485335
442.0,0.01518738371072294
443.0,0.015235570343376748
444.0,0.01528359391151531
445.0,0.015319552870178237
446.0,0.01535417778148637
447.0,0.015423314471707727
448.0,0.015432861445564851
449.0,0.015438688298036615
450.0,0.015490122853172236
451.0,0.015541155401459379
452.0,0.015596697331954752
453.0,0.015642380092534547
454.0,0.015667610509465454
455.0,0.015726778315459666
456.0,0.015741938550120654
457.0,0.015734371644808967
458.0,0.015817349321927913
459.0,0.015892171625985992
460.0,0.015943461684964026
461.0,0.01596750099709117
462.0,0.015946759830674947
463.0,0.015972922025101786
464.0,0.016013382789682336
465.0,0.01601350651892706
466.0,0.016048371330096393
467.0,0.016072332493246723
468.0,0.01608052771741204
469.0,0.0161039760739563
470.0,0.016137852126295357
471.0,0.01616868535505499
472.0,0.016188132801300513
473.0,0.01619662933192086
474.0,0.016259546262736246
475.0,0.016315087783053097
476.0,0.016298996380977034
477.0,0.01629550514692747
478.0,0.016333205016697275
479.0,0.01639632815018038
480.0,0.016442878771359613
481.0,0.01650169001415348
482.0,0.016564338230576636
483.0,0.016616332863106275
484.0,0.016637957283216827
485.0,0.016681177386917836
486.0,0.01676135154864705
487.0,0.016869215600253347
488.0,0.016961632898900215
489.0,0.017030706055341526
490.0,0.01709625040183241
491.0,0.017188077060516345
492.0,0.01726617775564189
493.0,0.01727542535995467
494.0,0.01725769014245553
495.0,0.017400886539904487
496.0,0.017482637422717155
497.0,0.017546082731451508
498.0,0.017670239419301983
499.0,0.017787904954218604
500.0,0.01790752606023849
501.0,0.01801579562745281
502.0,0.018085326679101392
503.0,0.018083761941052368
504.0,0.018134816313857154
505.0,0.018264731893378475
506.0,0.01833235594756194
507.0,0.01843529230824336
508.0,0.018536935826939584
509.0,0.018592768972737116
510.0,0.01865265945990531
511.0,0.018738186427714427
512.0,0.018842316167887778
513.0,0.018939355396402277
514.0,0.019021066790039707
515.0,0.019128219027291577
516.0,0.01925160437486088
517.0,0.01928423500008242
518.0,0.01940176779197549
519.0,0.01956092891744702
520.0,0.01967371576605352
521.0,0.019747974597532084
522.0,0.01985086409164672
523.0,0.019995055240656128
524.0,0.0201522913204869
525.0,0.020282416524395816
526.0,0.020399292758679497
527.0,0.020518192788691228
528.0,0.02064117795202022
529.0,0.020799336368604388
530.0,0.020979864180393555
531.0,0.021167174255192205
532.0,0.02138588974232288
533.0,0.0215838100946979
534.0,0.021762145177122095
535.0,0.021966889432514444
536.0,0.022213055748161115
537.0,0.02246395885831501
538.0,0.022704586983162436
539.0,0.022968698934596438
