Wavelength (nm),Reflectance
350.0,0.05963537049936083
351.0,0.05979718102911639
352.0,0.059612450823570494
353.0,0.05923045239498722
354.0,0.05951767649700407
355.0,0.059620091984173465
356.0,0.0594699608161079
357.0,0.05978509537093364
358.0,0.05986089046042744
359.0,0.06016850939743709
360.0,0.06066708369142769
361.0,0.06034895900897056
362.0,0.060397068626219706
363.0,0.06069774963221459
364.0,0.06085283599894213
365.0,0.06048092045308917
366.0,0.06041199774513493
367.0,0.06058816102363913
368.0,0.06064582724183056
369.0,0.060424759922971166
370.0,0.060553542511562926
371.0,0.060906876110517934
372.0,0.06091496773849259
373.0,0.06099159506093187
374.0,0.06136052246939884
375.0,0.06170293971056148
376.0,0.06120199181585379
377.0,0.06097596297327519
378.0,0.06101989022818847
379.0,0.06118578085591637
380.0,0.06151944860688907
381.0,0.06162618858985819
382.0,0.06176763265718803
383.0,0.06216101721735308
384.0,0.062036020246256846
385.0,0.062214456719547784
386.0,0.06241545968482002
387.0,0.062023145068471716
388.0,0.06200835793219263
389.0,0.06208676637461975
390.0,0.06215847994385917
391.0,0.062364528997084764
392.0,0.062732095827604
393.0,0.0628576162311252
394.0,0.0626861367538833
395.0,0.06278409928232123
396.0,0.06271973819609919
397.0,0.06263837090681953
398.0,0.06270745134169256
399.0,0.06284417972830605
400.0,0.06284744196775024
401.0,0.06285891976204556
402.0,0.0630595776275214
403.0,0.06308011833775057
404.0,0.06309715887106845
405.0,0.06316282286814495
406.0,0.06319866539923845
407.0,0.06325998038954014
408.0,0.06330184230931808
409.0,0.06331218206402736
410.0,0.06335801798356629
411.0,0.06337455155351224
412.0,0.06341483120055882
413.0,0.06350756260293097
414.0,0.06349855970765216
415.0,0.06350770886214789
416.0,0.06356615756488543
417.0,0.06364423145473061
418.0,0.06366433329711559
419.0,0.06368499305598904
420.0,0.06371968789849494
421.0,0.06372275309724426
422.0,0.06374257868356238
423.0,0.06374743921995697
424.0,0.06373222140623222
425.0,0.06379516993545509
426.0,0.06377465909173997
427.0,0.06376717016224458
428.0,0.06389353621053778
429.0,0.06392812971995591
430.0,0.06390454224477464
431.0,0.0638672188235397
432.0,0.06385572277861301
433.0,0.06386819898637486
434.0,0.0638685003491486
435.0,0.06384807949762564
436.0,0.06384308057481283
437.0,0.06381538378716398
438.0,0.06381707776679842
439.0,0.06386481423037875
440.0,0.06379057631007759
441.0,0.06375669903433322
442.0,0.06375829868637438
443.0,0.06371453284046212
444.0,0.06367949952075189
445.0,0.06366461258074468
446.0,0.06365763330377622
447.0,0.06362596510344443
448.0,0.06360652697737061
449.0,0.06358594029333237
450.0,0.06355672877764759
451.0,0.0635544890064416
452.0,0.06353509817168192
453.0,0.0635300765157307
454.0,0.06358065331112864
455.0,0.06360186197242565
456.0,0.06356796442610912
457.0,0.06353042175961797
458.0,0.06359656765186708
459.0,0.06362855659979282
460.0,0.0636298246758082
461.0,0.06363542131262984
462.0,0.06369556948397061
463.0,0.06373148557418153
464.0,0.06373178101705482
465.0,0.06372164962543457
466.0,0.06377562960463226
467.0,0.06377655613052582
468.0,0.06374170439972167
469.0,0.06378953650893118
470.0,0.06378330291255495
471.0,0.06379695538946008
472.0,0.06385172298344424
473.0,0.06382114418447656
474.0,0.06380866232514398
475.0,0.06384288915343257
476.0,0.06390922410000083
477.0,0.0639229584557011
478.0,0.06393999472063681
479.0,0.06395728997647925
480.0,0.06394090572365849
481.0,0.06400292949944371
482.0,0.06406780945166124
483.0,0.06408381145483957
484.0,0.06407475256407687
485.0,0.06412715074634956
486.0,0.06420145020433014
487.0,0.06423756381575318
488.0,0.06427206572305247
489.0,0.06430149924196836
490.0,0.06433020246448902
491.0,0.06436469697216618
492.0,0.06438476294179352
493.0,0.06439258403870103
494.0,0.06440815403875239
495.0,0.06447297678599866
496.0,0.06456514924085151
497.0,0.06463548146870879
498.0,0.06466441409457811
499.0,0.06476331495589233
500.0,0.06486223354687001
501.0,0.06493938293429502
502.0,0.06500350063376809
503.0,0.06500878711665811
504.0,0.06504892399541808
505.0,0.06514422650354819
506.0,0.06518595694909587
507.0,0.06521722255829507
508.0,0.06523990271363456
509.0,0.06526611297018367
510.0,0.06537934285532165
511.0,0.06550061569241107
512.0,0.06556885253812282
513.0,0.06555764259114549
514.0,0.06562187489343058
515.0,0.06570679135092969
516.0,0.06577520465701892
517.0,0.06586791571219128
518.0,0.06592393746154213
519.0,0.06596193049441153
520.0,0.0660117789212157
521.0,0.06604931926672203
522.0,0.06609076394464457
523.0,0.06615358340791828
524.0,0.0662481370085448
525.0,0.06630682083527728
526.0,0.066363247320921
527.0,0.06642774313691703
528.0,0.06644371275928805
529.0,0.06650445708659432
530.0,0.0665763112822751
531.0,0.06661576208306669
532.0,0.06670023587660957
533.0,0.06677434997934431
534.0,0.06683027326944957
535.0,0.0669013459017554
536.0,0.06700948630597221
537.0,0.06710387961774823
538.0,0.06716114488065522
539.0,0.06722472323424018
540.0,0.06732096875320945
541.0,0.0674185759151803
542.0,0.06748038339782739
543.0,0.06755501889069505
544.0,0.06761961771977926
545.0,0.06767936981239722
546.0,0.06776351621492001
547.0,0.06785293074871118
548.0,0.06792847966414749
549.0,0.06799203142870007
550.0,0.06809738877609409
551.0,0.06817545543674901
552.0,0.06825655690442244
553.0,0.0683926564112859
554.0,0.06852126417108509
555.0,0.0686060075322872
556.0,0.06867320133990744
557.0,0.06881013142286171
558.0,0.06895079569711024
559.0,0.06907365975532273
560.0,0.06917367519213295
561.0,0.06926225502171143
562.0,0.06937245431265635
563.0,0.06947826075499702
564.0,0.06953632754747671
565.0,0.06959963945808202
566.0,0.06969497267728726
567.0,0.06980521543042482
568.0,0.06986265257640921
569.0,0.0699821173946837
570.0,0.07011086622086868
571.0,0.07019061279963035
572.0,0.07029031772522515
573.0,0.07040286138178192
574.0,0.0705126026792248
575.0,0.07059732731974838
576.0,0.07062843702459223
577.0,0.07068710420347661
578.0,0.07079885069669872
579.0,0.0708852805261855
580.0,0.07096523588796351
581.0,0.07105178075329063
582.0,0.07114430113912562
583.0,0.0711875615760209
584.0,0.07124643847444623
585.0,0.07134311876495848
586.0,0.07146071641276394
587.0,0.07153227756280085
588.0,0.07161740391983883
589.0,0.07173560577827683
590.0,0.07178987211298915
591.0,0.07184421986356668
592.0,0.07188861599661857
593.0,0.07191110444505676
594.0,0.07199428350259852
595.0,0.07204005103587655
596.0,0.07203591110378367
597.0,0.07205053536838685
598.0,0.07208935010984692
599.0,0.07214172447441947
600.0,0.07220141039037832
601.0,0.07228829862579415
602.0,0.0723344694463493
603.0,0.07234632185382399
604.0,0.07235987869112
605.0,0.07238280370943359
606.0,0.07242351039720439
607.0,0.07247347959109401
608.0,0.072508306519459
609.0,0.0725491330718768
610.0,0.07259452607266452
611.0,0.07263085872957648
612.0,0.07261931435312777
613.0,0.07263574446745213
614.0,0.07268480463821493
615.0,0.0727309449451153
616.0,0.07272956129549146
617.0,0.0727388453411358
618.0,0.07277393012585043
619.0,0.07278652172697408
620.0,0.07282381405303291
621.0,0.07286653358048359
622.0,0.07289398627072799
623.0,0.07293616050631886
624.0,0.07293617665169089
625.0,0.07292840962331959
626.0,0.07299014087262737
627.0,0.07306173105990187
628.0,0.07308274284685275
629.0,0.07305695647772094
630.0,0.07308475201631158
631.0,0.07313038855997744
632.0,0.07316056209899129
633.0,0.07316268878185904
634.0,0.07320631982325362
635.0,0.07320402784725034
636.0,0.07317542881575904
637.0,0.0732050226631324
638.0,0.0732237227877765
639.0,0.07323367473353497
640.0,0.0732475816653512
641.0,0.07328168195710759
642.0,0.07329586079638832
643.0,0.0732875651492444
644.0,0.07327717724243119
645.0,0.07332234722026981
646.0,0.07336346403188804
647.0,0.07337634800945372
648.0,0.07337447035109937
649.0,0.07342378277465257
650.0,0.07343312264372168
651.0,0.07337460258465439
652.0,0.07339516046079246
653.0,0.07337917961355865
654.0,0.07336983015014718
655.0,0.07343297176888709
656.0,0.07345234527434105
657.0,0.0734514161251325
658.0,0.0734312615763635
659.0,0.07337354094635017
660.0,0.07337343213260646
661.0,0.07339130284446758
662.0,0.07338182075265591
663.0,0.07332863714598917
664.0,0.07330335397809172
665.0,0.07329498194268398
666.0,0.07327228219598038
667.0,0.07329168290377418
668.0,0.07329473065977252
669.0,0.07326443749865923
670.0,0.07323034707355058
671.0,0.073193117640649
672.0,0.07316615381630058
673.0,0.07314827446606668
674.0,0.07309513604538771
675.0,0.07307621519156406
676.0,0.07306570805100708
677.0,0.07301378073128466
678.0,0.07296966606579346
679.0,0.07296251312630041
680.0,0.07297397768772058
681.0,0.07294182294585885
682.0,0.07289775135864351
683.0,0.07286152809405498
684.0,0.07284799532247596
685.0,0.07286743812590946
686.0,0.0729028620527204
687.0,0.07293478833167708
688.0,0.07292649160318689
689.0,0.0728291522801137
690.0,0.0727587424014166
691.0,0.07272394395832565
692.0,0.07264452756949602
693.0,0.0726296372848025
694.0,0.0726178988333636
695.0,0.07255945573331217
696.0,0.07250259403636342
697.0,0.07244288711469117
698.0,0.07238830940984967
699.0,0.07234786058978866
700.0,0.07230765664323857
701.0,0.0722920438938281
702.0,0.07228194484800993
703.0,0.0722182903008449
704.0,0.07217671736746788
705.0,0.072136698073266
706.0,0.07207842897208819
707.0,0.07202195356503853
708.0,0.07199878192242107
709.0,0.07200094092284959
710.0,0.07199800273681613
711.0,0.07194291059481854
712.0,0.07188753007003995
713.0,0.07183829410580034
714.0,0.07175993070172366
715.0,0.07174911324707957
716.0,0.07181233430894272
717.0,0.07190955517856236
718.0,0.0719087017294081
719.0,0.0718791697990948
720.0,0.07182113912270581
721.0,0.0717298350290184
722.0,0.07164684847448792
723.0,0.07163554334619497
724.0,0.07168326411724371
725.0,0.07170615131116838
726.0,0.07165321657187564
727.0,0.07158788397972146
728.0,0.07154841933178828
729.0,0.07149722582413924
730.0,0.07147571289190655
731.0,0.07144401424290689
732.0,0.07136397240811097
733.0,0.07128160979966638
734.0,0.07126296607805246
735.0,0.07128216651033459
736.0,0.07126099712203454
737.0,0.07120569547800476
738.0,0.07117599978878773
739.0,0.0711872958706103
740.0,0.07118338813970287
741.0,0.07116072501992814
742.0,0.07112335377978313
743.0,0.07109053496535749
744.0,0.07112056371850649
745.0,0.07109808452948974
746.0,0.07104727215145132
747.0,0.07104674766717232
748.0,0.07100448902679254
749.0,0.07097784093696173
750.0,0.07098110302728507
751.0,0.07096831437824973
752.0,0.07096879226734018
753.0,0.07098100420257702
754.0,0.07098815910887445
755.0,0.07094795422270232
756.0,0.0709243829227644
757.0,0.07093396235126855
758.0,0.07097488294137372
759.0,0.07107186443906782
760.0,0.0712817253750094
761.0,0.07156984870347351
762.0,0.07147430384801058
763.0,0.07145559765341984
764.0,0.07135949087396513
765.0,0.07117232819641085
766.0,0.07103559267916787
767.0,0.07091174729238589
768.0,0.07082104889227343
769.0,0.07077596844310857
770.0,0.07075404741139096
771.0,0.07073983146924286
772.0,0.07072161821030572
773.0,0.07069358214191565
774.0,0.07067121644585833
775.0,0.07065998806069969
776.0,0.07065475083332742
777.0,0.07064179060869942
778.0,0.07063510530827047
779.0,0.07064664286853804
780.0,0.07066619797785713
781.0,0.07064108112347672
782.0,0.07063920127716687
783.0,0.07062433112982312
784.0,0.07056561976494154
785.0,0.07057709661893084
786.0,0.07061383593621515
787.0,0.07063194592708648
788.0,0.0706033770013398
789.0,0.0705976570701633
790.0,0.07061502927896919
791.0,0.07063189585145832
792.0,0.07060911183131363
793.0,0.07056437005824351
794.0,0.0705474424249366
795.0,0.07057048515359589
796.0,0.07055603341984293
797.0,0.07057832473751434
798.0,0.07059810658672616
799.0,0.07056981001236029
800.0,0.07056167625729949
801.0,0.07053878434857472
802.0,0.07052392296073026
803.0,0.07055697682899632
804.0,0.07054859965691831
805.0,0.0705744726099051
806.0,0.07060739051795648
807.0,0.07052205250848206
808.0,0.07056309720796443
809.0,0.07056140116212238
810.0,0.07045946394347917
811.0,0.07054286381516955
812.0,0.07057719251646673
813.0,0.07058108003760932
814.0,0.07061948960033718
815.0,0.07064293118632485
816.0,0.0706853359645144
817.0,0.07070961376224656
818.0,0.0706638475481991
819.0,0.07060748377651639
820.0,0.07059005025008193
821.0,0.07061214049434827
822.0,0.07064181826246205
823.0,0.07067407224955469
824.0,0.07066624023797613
825.0,0.07062386117797965
826.0,0.07060570606793863
827.0,0.07061889589222155
828.0,0.07065213791611508
829.0,0.07066662458272409
830.0,0.07057343013170908
831.0,0.070600054639944
832.0,0.07063801322708771
833.0,0.07056489374024305
834.0,0.07060996770692923
835.0,0.07060355783025293
836.0,0.07056234840023623
837.0,0.07057792452151414
838.0,0.07062448813718247
839.0,0.07063116406386091
840.0,0.07060038210401695
841.0,0.07059225564677715
842.0,0.07060390169853556
843.0,0.07058017296905353
844.0,0.07054586541464247
845.0,0.07061955764140644
846.0,0.07066312150245158
847.0,0.070651179892239
848.0,0.0706083186852909
849.0,0.070607584046954
850.0,0.07061466546691897
851.0,0.07058816125323071
852.0,0.07053471652021606
853.0,0.0706149382758367
854.0,0.07064486222178415
855.0,0.07063887978707438
856.0,0.07065539234971581
857.0,0.07056384636211165
858.0,0.0704920642470149
859.0,0.07049457266459588
860.0,0.07056299770425419
861.0,0.07060177681768016
862.0,0.07055973431401784
863.0,0.07046778477751174
864.0,0.07041635575090088
865.0,0.07042668173872577
866.0,0.07041496362456873
